description,ingredients,instructions,name,calories,carbs,protein,fat
"The turnips in this recipe are a nice substitution for potatoes in a low carb meal, for those “meat and potato” people. The remaining vegetables and herbs provide a nice balance of tastes and textures, as well as plenty of antioxidants and micronutrients.","['1 Ib extra lean', '96% lean ground beef', '2 medium turnips, peeled and cubed', '2 cups sliced mushrooms', '1 medium zucchini, sliced', '1/2 cup fresh parsley leaves', '1 tbsp olive oil', '2 chicken bouillon cubes', 'Salt & pepper, to taste']","Boil the cubed turnips in 4 cups of boiling water, with bouillon, for 10 minutes. While the turnips are boiling, fry the ground beef in a large skillet coated with olive oil cooking spray on med-high heat, until outer edges are cooked. Add the parsley and stir-fry for another minute or so, then add the remaining vegetables and spices, except for the turnips. Drain the turnips, saving 1/2 cup of the broth. Stir the turnips into the skillet, and then add the broth. Spread evenly onto two plates, drizzle a teaspoon of extra virgin olive oil over each, and voila, you're done.",SAUTEED HERB BEEF WITH TURNIPS,1152,36,154,42
"Great meals shouldn’t be this easy to make. This recipe provides another method for discretely including cottage cheese on the menu without anyone other than the chef knowing that it’s present. This meatloaf has the added benefit of low-GI complex carbs and fiber from the oat bran, and omega-3’s from flax seeds.","['1 pound 96% lean ground beef', '1 cup lowfat cottage cheese', '1/2 cup oat bran', '1 beaten omega-3 egg (e.g., Pilgrim’s Pride Eggs Plus or Eggland’s Best)', '1 medium onion, finely chopped', '1/4 cup chopped green pepper', '2 stalks chopped celery', '2 tbsp whole flax seeds, or 4 tbsp ground', '1 crushed garlic clove', '1/2 teaspoon salt', '1/4 teaspoon pepper', 'Optional spices: paprika, basil, Tabasco, Worcestershire sauce (not all together!)']","Easy: mix it all up together in a large bowl, spread it into a baking dish coated with olive oil cooking spray, and bake at 350° F for 45 minutes.",MEATLOAF,1096,64,138,38
"Here is another recipe to satisfy that instinctual desire for pizza. Our own version of deep dish pizza avoids the obscene amount of carbs and fat, instead offering a protein-rich alternative with plenty of micronutrients, vitamins and antioxidants from the vegetables.","['Crust:', '/2 cup whole wheat flour', 'cup wheat bran', '/4 tsp baking powder /4 tsp salt', '/2 cup water', 'Pie:', '/2 Ib 96% lean ground beef', 'small onion', '2 cloves garlic', 'cup chopped mushrooms', 'large tomato', '/2 large green pepper', '', '/2 cup shredded mozzarella', 'Basil and oregano, to taste']","Mix the crust ingredients together in a large bowl, then spread into a 9x12-inch pan, spreading the crust 1-inch up the side of the pan. Bake the crust by itself for 5 minutes in an oven at 400-degrees F.  In a large skillet, stir fry the ground beef and garlic for 3 minutes, until beef starts to brown. Add onion, mushrooms, tomato, and green pepper and stir fry for an additional 3 minutes. Transfer the meat and vegetables to the baking dish/pan, spreading evenly over the crust. Cover with the shredded mozzarella, and bake at 400-degrees F for 12 minutes, broiling for the last 4 minutes.",CHICAGO DEEP DISH PIZZA,1464,104,128,68
"This dish was inspired by the masters of the kebab - the Turks. A proper Turkish kebab uses ground lamb, and is a true culinary experience. Any preconception of tough, greasy circus fare will quickly dissolve when you sink your teeth into this version of grilled meat with just the right mix of vegetables and spices. Generally, a true flame grill (charcoal or propane) makes a better tasting kabob, but a regular old oven broiler works fine in a pinch.  Suitable side dishes to serve with this meal include the Grilled Peppers and Tomatoes and/or Tabouli. You'll have such an authentic and delicious Turkish meal that it may inspire spontaneous Dervish whirling. Just be sure to allow proper digestion first.","['Ib ground lamb /4 cup fresh parsley', '/4 cup fresh mint leaves', '/2 small onion large egg, beaten', 'large bell pepper, seeded and cut into -inch squares', '8 cherry tomatoes /2 tbsp olive oil', '/4 tsp ground cinnamon', '/4 tsp ground black pepper /2 tsp salt']","Finely chop the fresh parsley, mint leaves, and onion. This can be done with a knife or a food processor. In a large bowl, combine the ground lamb, beaten egg, parsley, mint, onion, and spices. Mix well, and then form into 8 oval balls.  Preheat the oven broiler, or the charcoal grill. If you're using wooden skewers, soak them in water for 30 minutes to prevent them from burning. Using the bell peppers as braces on each end of the kabobs, prepare the skewers, leaving a little space at the end of each for the tomatoes.  For the first half of the cooking period, leave the tomatoes out of the equation. Coat the kabobs with olive oil and cook about 4 inches from the heat for 5 minutes. Remove the skewers, put the cherry tomatoes on the ends, then return to the oven or grill on the other side for another 5 minutes, or just until the meat is cooked through.",LAMB KEBABS,1114,24,88,74
"Chili is one of the best ways to get a massive helping of protein from ground beef, together with a healthy dose of fiber from beans, our wonderful legume friends. Add a bunch of spices and vegetables, and you’ve got yourself a nutritive meal that can be made in bulk and stored for the week.  Many of the best chili recipes use corn meal to thicken-up the dish. This is great for the taste buds and texture, but we’d rather not have the added carbs from corn. Instead, we use cashew meal, which serves to thicken the chili, as well as add a unique taste; not to mention a healthy dose of monounsaturated fatty- acids.  This pot of stew could feed a village in Ethiopia for a week, so be prepared to store about 4 day’s worth.","['4 lbs extra lean ground beef (96%)', '4 cans kidney beans (15.5 oz per can), drained and rinsed', '2 large onions, chopped', '2 large tomatoes, chopped', '1 lb carrots, peeled and sliced', '4 bell peppers - 1 green,', '1 red, 1 yellow, 1 orange, cut into 1/2-inch squares', '6 cloves garlic, chopped', 'Two 46-fl oz bottles V8 vegetable juice, spicy hot', 'Cashew meal', 'Spices: 4 tbsp chili powder, 1 tsp cumin,', '2 tsp paprika, 1 tsp celery seed, 1 tsp fresh ground pepper (for a quicker version, you can use', '3 packages chili seasonings mix, but it', ""wan't aiite he the came!)""]","In a large skillet, brown the ground beef, one pound at a time, over high heat together with the garlic and onions. If your skillet is large enough (i.e., a wok), you can brown the beef all at once to save time. On the last batch, add the spices after the beef is browned and continue frying for another couple of minutes. Add the browned beef to a very large pot with a lid, and then add the beans, tomatoes, carrots, peppers, and V8 juice. Bring to a boil and then reduce heat to simmer.  To make the cashew meal, process the cashews in a blender in short bursts, until a grainy meal is formed. Do not process for too long or you will have cashew butter. Stir in the cashew meal, cover, and simmer for an additional 30 minutes.",DR. JOHN’S CHILI,6370,530,710,130
"Have you ever been enticed by the cheap prices and lean cut of a London broil (top round), only to find that you need the chewing power of a mountain gorilla to eat it? The key to making London broil and other tough meats palatable, for those of us without a saggital crest, is low temperatures and long cooking times. Crock Pot? Check. Tender meat? Check.  Barley was added to this recipe because it complements the taste of beef. It is also very nutritious: whole barley has more fiber per gram than oat bran, and it is rich in Vitamin A, folate, calcium and magnesium. The remaining vegetables provide a nice harmony to the final product, which is one of the most filling and satisfying 500 calories that you'll come across.","['2 Ibs London broil, cut into 1” cubes (fat removed)', '1/3 cup whole uncooked barley', '1 large onion, cut into', '1” squares', '1 large tomato, chopped', '4 large stalks celery, chopped', '4 large carrots, chopped (or a large handful of whole baby carrots)', '4 tbsp whole flax seeds (or 8 tbsp ground)', '2 cloves garlic, minced', '1 bay leaf', '1 beef bouillon cube', '2 tbsp olive oil', 'Salt & pepper, to taste', '3 cups water']","Preheat the Crock Pot to 300-degrees F (medium).  In a large skillet or wok, brown the cubed steak and minced garlic in half of the olive oil, just until the outside is brown (leaving the inside raw). When the beef is browned, add the water and bouillon cube to the skillet. Bring to a boil, then pour mixture into the Crock Pot  With the remaining oil, stir-fry the onion, celery, and carrots in the skillet on medium-high heat for 5 minutes, then transfer to the Crock Pot.  Add the remaining ingredients to the Crock Pot, cover and simmer at 300-degrees F (medium or low) overnight (7-8 hours), or on high for 4 to 5 hours.",LONDON BROIL STEW,2048,124,216,76
"During the Middle Ages in Europe, turnips were everyday staples for the huddled masses. People eventually came to prefer the potato, after it was introduced into Europe, because it packed more caloric  bang for the buck. Potatoes have nearly three times the amount of calories per gram as turnips, primarily in the form of carbohydrates. While this discrepancy may have given the turnip a bad rap before, in today’s world they can have certain advantages, particularly when you are not looking for a big dose of high-GI carbs. Add cabbage, onions, and carrots to the mixture, and you have yourself some medieval grub worthy of your finest doublet, slops, and biggin.","['2 Ibs cubed beef, eye of round, fat removed (use lamb for a more traditional recipe)', '2 large turnips, peeled and cut into 1” cubes', 'Cabbage, 1/2 medium head, sliced', '4 medium-large carrots, thickly sliced', '15 green onions (scallions), chopped', '10 medium mushrooms, halved', '4 tbsp whole flax seeds (or 8 tbsp ground)', '4 cloves garlic, minced', '1 beef bouillon cube', '2 tbsp olive oil', '2 tbsp freshly chopped parsley (or 1 tsp dried)', 'Salt & pepper, to taste', '3 cups water']","In a large skillet or wok, brown the cubed steak and minced garlic in half of the olive oil, just until the outside is brown (leaving the inside raw). When the beef is browned, add the water and bouillon cube to the skillet. Bring to a boil, then pour mixture into the Crock Pot  With the remaining oil, stir-fry the turnips, scallions, and carrots in the skillet on medium-high heat for 5 minutes, then transfer to the Crock Pot.  Add the remaining ingredients to the Crock Pot, cover and simmer at 300-degrees F (medium or low) overnight (7-8 hours), or on high for 4 to 5 hours.",PEASANT STEW,2084,120,224,84
"If your childhood memory of venison stew involves a huge stinking pot of brown sludge cooked-up by the one of your hermit relatives with a camouflaged hat embroidered with “When guns are outlawed, only outlaws will have guns!” then fret not. Using a harmony of ingredients that serve to complement the taste of venison alleviates the gamey taste and smell in this dish. This recipe makes an enormous amount of hearty stew, so be prepared to share the wealth with hungry friends. Venison is a great source of protein and has a very favorable fatty acid profile.","['3 Ibs venison stew meat (1” cubes)', '1/2 cup whole barley', '1/2 cup whole wheat berries', '4 tbsp olive oil', '1 large onion, chopped into 1” squares', '2 large chopped carrots', '2 14-ounce cans (or 8 small fresh or 2 boxes frozen) artichoke hearts', '4 cloves garlic, chopped fine', '1/2 cup fresh parsley, chopped', '2 bay leaves', '3 cups red wine', '1 cup beef stock', '1 tsp salt', 'Pepper, to taste']","Brown the meat in the oil and remove from the pan. Sauté the onion, garlic, and carrot in the pan where the meat was. Return the meat to the pan and add the wine and stock to the pot. Bring to a boil and add the bay leaves and parsley. Soak the canned artichoke hearts for a while in cold water to remove the brine taste (this is unnecessary if they are frozen), or cook the fresh artichokes in boiling water for 20 minutes, removing the hearts afterward. Put all of the ingredients together in a Crock Pot and cook at medium or low heat overnight (7-8 hours) or on high for 4 to 5 hours.",VENISON STEW,3656,296,384,104
"Few things are more satisfying than warming up to a nice bowl of hearty split pea soup on a cold winter night. This dish provides a certain ‘stick to your ribs’ goodness with nutrients that fuel those tired muscles.  Split peas are an excellent source of fiber, particularly cholesterol-lowering soluble fiber. Together with a low glycemic index, they provide a filling way to get your fiber and manage blood sugar levels. In addition, split peas have heart healthy nutrients such as magnesium and potassium.","['1 lb dried green split peas, rinsed', '1 Ib diced turkey ham', '3 carrots, sliced', '3 stalks celery, chopped', '1 large onion, chopped', '4 leeks, sliced', '1 bay leaf', '1/4 cup fresh chopped parsley', '2 tbsp olive oil', 'Salt & pepper, to taste', '2 chicken bouillon cubes', '4 cups water']","To prepare the leeks, discard the outer leaves, green tops, and root ends, then split leeks lengthwise and rinse well. In a large skillet or wok, stir-fry all the vegetables in olive oil over medium-high heat for a few minutes until the vegetables are limp. Add 1 quart of water and bouillon cubes to the pan and bring to a boil. Transfer all ingredients except the turkey ham to a Crock Pot and cook on medium or low heat overnight (8 hours), or on high for 4to 5 hours. The turkey ham should be added during the last 20 minutes of simmering.",SPLIT PEA SOUP,2958,372,252,54
"This recipe combines the great nutritive properties of kidney beans with the wonderful flavor and aroma of basil. The ancient Greeks so revered basil that they named it basilik6n, meaning “kingly.” Basil’s pleasant aroma has long been appreciated in Mediterranean kitchens, and it is a part of every great chef’s arsenal of spices. Because this recipe uses dry beans, it will require some extra preparation time. What else would you expect for a meal fit for a king?","['1/2 Ib dried white kidney beans (great northern)', '1 lb beef (top round, eye of round, or bottom round), cut into 1” cubes', '2 small zucchini, diced', '1 small eggplant, diced', '2 stalks celery, chopped', '1 medium onion, chopped (particularly sweet onions like the Vidalia complement the basil in this dish)', '4 large tomatoes, diced', '1/4 cup fresh chopped basil', '3 cloves garlic, minced', '2 tbsp olive oil', '2 tsp salt', '1/8 tsp crushed red pepper', '3 cups water']","To soak the kidney beans, first rinse them, then place them in a large pot and add water at a 4 to 1 ratio (water to beans). Allow the beans to soak anywhere between 12 to 24 hours at room temperature. Baking soda should also be added to the soak for maximum results. Be sure to drain and rinse the beans thoroughly after the soaking period.  After soaking and rinsing the beans, brown the meat in a large skillet or wok with the olive oil over medium-high heat, just until the outside is brown (the inside should be pink). Remove the meat, and then stir-fry the vegetables and garlic for a couple of minutes. Return the beef to the skillet and add the water, then bring to a boil. Transfer the boiling mixture and the remaining ingredients, except the salt, to a Crock Pot set on medium or high. Cover and cook on medium or high setting for 5 to 8 hours. Do not add salt until the last hour of simmering, or the beans will be tough.",KINGLY BASIL SOUP,2224,220,200,68
"Here is one of our favorite ways to prepare carrots. This carrot salad has a refreshing, light taste, and the pineapples provide a nice textural component, while complementing the sweetness of carrots. Carrot salad is particularly well suited as a side dish with beef, or as a counter balance with spicy-hot dishes. It can also be served as a dessert.","['1 Ib carrots (4-5 large), peeled and grated', '1/2 cup pineapple chunks (unsweetened), drained', '1/2 cup whole plain yogurt', '1/2 cup raisins, plumped in water (see below)', 'Splenda, to taste (doesn’t need much)', 'Dash of salt']","Before you start peeling and grating, put your raisins in a large bow! with 1 cup of water, then microwave on high for 1 minute, or until water is warm to the touch. Water heated on the stove will also work for this purpose. Allow the raisins to soak during the preparation period.  Peel the carrots with a vegetable peeler, and then grate them with a box grater or plane grater. A tip for this recipe is to use the smaller holes on your grater, since the finer the carrots are grated, the more flavor they absorb from the other ingredients. Watch those fingers when you near the end of the carrot!  Drain the raisins after they have plumped. This can take up to an hour, but if you don’t feel like waiting around, then 15 minutes or so is fine. In a large bowl, mix together all of the ingredients and refrigerate. Serve chilled.",CARROT SALAD,536,120,12,4
"If you don’t plan to visit Israel anytime soon, then try our “healthy hummus.” This dish is an attempt to recreate one of the best hummus dishes in all of Old Akko. While full replication would require hours of soaking the beans, then boiling them, then rinsing and washing just to get started, we decided to strike a balance between taste and the reality that most of us don’t have days to spend slaving over a bowl of hummus. Thus canned chickpeas are used to cut corners. Nevertheless, the precise proportions of ingredients in this recipe produce a hummus worthy of a spot on the dinner table of any Levantine home.","['3 cans chickpeas (5 cups), drained and rinsed thoroughly', '5 tbsp tahini', '6 cloves garlic, minced', 'Juice from 2 large fresh lemons', '1/3 cup olive oil, plus', '1 tbsp (for browning garlic)', '1/3 tsp salt', '1/8 to 1/4 cup water']","Brown the garlic in a skillet with 1 tbsp olive oil over medium heat (about 3-5 minutes). In a large food processor, add the tahini, browned garlic, lemon juice, olive oil, salt, and 1 cup of the drained and rinsed chickpeas. Process the mixture until everything is mashed, then add another cup of whole chickpeas. Repeat this process until all of the chickpeas have been added, adding some of the water when the mixture becomes too dry. Blending should take place for several minutes, until the hummus is smooth and creamy.  Serve the hummus on a plate or in a shallow bowl, flattening it into a circular shape with a basin in the middle. Drizzle olive oil in the basin and use as a dip for your favorite vegetables, whole-wheat pita, or whatever you fancy. Mediterranean Salad, also found within this chapter, complements this dish particularly well.",HUMMUS,2660,300,70,130
"Late August in Hatch, New Mexico is harvest time, and for chili aficionados, there is something magical about the smell of these green peppers being roasted over an open fire. Roasted Hatch chiles are used in dishes ranging from quesadillas, salsa, pesto spread and crab cakes. They can be used straight from the grill (after peeling), or marinated. This recipe makes marinated roasted peppers. Regular green bell peppers are substituted for Hatch chiles, unless of course you can get your hands on the real deal. This extends the shelf life of the peppers, and provides a versatile side dish that can complement almost any type of grilled or roasted meat.","['2 large bell peppers (substitute with an equivalent amount of Hatch chiles if they are in season).', '2 cloves garlic, chopped', '1 tsp salt', '1/4 tsp ground pepper', '1/4 cup olive oil', '1 tbsp cider vinegar']","Wash the peppers, then cut in half and remove all the membrane and seeds. Toss the pepper halves in a bowl with a portion of the olive oil. Using the flame of a gas stove, or heated coals, burn the skin of the peppers by placing the halves on the flame or coals, skin side down. Char the peppers thoroughly, until the entire outside is black.  After charring, place the peppers in a large bowl and cover with plastic cling wrap, which will trap the heat and steam the peppers. While the peppers are steaming, heat the oil used for the toss (about 2 tbsp) in a skillet over medium heat, and brown the crushed garlic. Transfer the browned garlic and remaining oil back into the original portion of olive oil.  After the peppers have steamed for about 15 minutes, rinse them in cool running water, lightly rubbing the charred skins to remove the burnt surface.  Cut the rinsed peppers into strips and marinate several hours in the fridge in a Mason jar with remaining ingredients.",ROASTED PEPPERS,576,0,0,0
"Ever hear the expression “cool as a cucumber”? There are few other vegetables as refreshing and light as a chilled cucumber. When cucumbers are combined with tomatoes and olive oil, a simple, elegant salad is produced that is widely eaten in the often dry, parched regions of the Eastern Mediterranean. It is hydrating and nourishing, and its quick and easy preparation will allow you to work it in to the busiest of schedules.","['1 large cucumber', '1 large red tomato', '1 tbsp olive oil', 'Dash of salt']","Some people prefer to peel the cucumber first, but this is not necessary. Simply chop the cucumber and tomato into small cubes, then toss with the olive oil and salt. Serve chilled.",MEDITERRANEAN SALAD,196,0,0,0
"This dish is a quick and easy way to prepare a side of veggies to complement a host of entrees. Using your creativity, you can change the taste entirely with a different mixture of spices. If you’re in an Italian mood, go heavy with the basil and oregano. If Middle Eastern is on the menu, use a little curry and a bay leaf. This dish can be served warm immediately after cooking, or you can store it in the fridge  and serve it chilled as a salad.","['1 large onion', '2 medium bell peppers', '2 medium tomatoes', '1 tbsp olive oil', 'Salt & pepper, to taste Optional spices: bay leaf, turmeric, curry, parsley, oregano, basil (not all together!)']","Spilt the bell peppers in half and remove stems, seeds, and membrane. Chop all vegetables into 1-inch squares, then sauté in a skillet with the olive oil for about 5 minutes on medium-high heat, until the peppers start to become soft and the tomatoes start to dissolve.",GRILLED PEPPERS AND TOMATOES,282,38,6,14
"Few people know of quinoa, which is unfortunate because if there were one grain you would want to include in your diet above all others, this would be the one. Native to the Andes highlands, quinoa is a small, globular grain with a great taste and incredible nutritive properties which probably are a result of its unique growing area above 10,000 feet.  For this recipe, quinoa serves as the bulk of a hearty yet refreshing salad. Fresh cilantro, mint, and limejuice add zest to this dish, which is served chilled and makes a great bed for grilled fish or chicken.","['cup dry quinoa', '2 cups water', 'cup fresh cilantro, chopped', '/4 cup fresh mint leaves, chopped', 'thick slice (3/4-inch) red onion, chopped', 'small jalapeno pepper, seeded and chopped', '', 'tbsp fresh ginger root, chopped', '4 tbsp limejuice', '2 tsp olive oil', '1/4 tsp salt', '1/4 cup walnut pieces']","Brown the dry quinoa in a skillet over medium heat, stirring consistently for about 6 minutes. Bring the water, ginger, jalapeno, and salt to a rolling boil, add the quinoa, cover and reduce heat to low. Simmer with a tight lid until all or most of the liquid is absorbed, about 12 minutes. Transfer to a fine mesh strainer and fluff with a fork.  After the quinoa has cooled, add the rest of the ingredients and lightly stir until well blended. Store in the refrigerator and serve cool.",TOASTED QUINOA SALAD,806,128,26,24
"As long as you skip the corn chips, guacamole is a very healthy source of monounsaturated fat. Our version combines avocados, tomatoes, and lemon juice for a quick, healthy side dish. Instead of using chips, try dipping with carrots, celery, cucumbers, or any vegetable of your choice. You can also spread guacamole over a roasted chicken breast together with salsa for a Mexican twist.","['3 medium avocados, skin and cores removed', '1 medium tomato, chopped', '1 tsp lemon juice', '1/4 tsp salt']",Combine all of the ingredients in a large bowl and mix thoroughly.,GUACAMOLE,950,45,10,90
"Here is a low-carb version of everyone’s favorite mashed potatoes. Cauliflower makes a surprisingly convincing substitute for potatoes, which is a perfect complement for low carb meals when you don’t want a load of carbs.","['1 large head cauliflower', '1 tbsp butter, coconut oil, or Smart Balance butter spread', '2 cloves garlic, chopped', '1 tsp salt']","In a large pot with a tight-fitting lid, steam the cauliflower for 15 minutes in 2 inches of water. Transfer the cauliflower to a food processor and puree in small batches, until incorporating all of the cauliflower. Add the butter, garlic and salt, and continue processing until it reaches a smooth, creamy texture.",MASHED GARLIC CAULIFLOWER (MOCK MASHED POTATOES; ANYTIME,300,0,0,0
"This healthy version of a spring roll is a perfect complement to any Asian dish. It can also serve as a stand-alone meal, which is convenient because it’s hard to stop eating these things. We chose iceberg lettuce because of its crispier texture. Green leaf lettuce can certainly be used if you wish.","['1 Ib raw chicken breast, minced', 'Iceberg lettuce,', '9 large leafs', '1 cup water chestnuts (from can, drained), slivered', '1 cup bean sprouts', '3 cloves garlic, minced', '1 tbsp peanut oil', '2 tbsp white cooking wine', '2 tbsp teriyaki sauce (soy sauce can be substituted)', 'Salt, to taste']","Marinate the minced chicken breast for 5-10 minutes (while preparing the other ingredients) in the cooking wine, garlic, and teriyaki sauce. Heat the peanut oil over medium-high heat, and then add the diced chicken in its marinade. Stir-fry for about 10 minutes, until chicken is cooked, adding the water chestnuts about half-way through.  Place the stir-fried mixture on a large plate by itself, and serve the lettuce and bean sprouts separately. Make the wraps as you eat them by adding the stir- fried mixture and then the bean sprouts to the middle of a lettuce leaf, and then folding over into a spring roll shape.",TERIYAKI LETTUCE WRAPS,750,24,111,0
"Fruit salad is perfect for a healthy dessert. In this particular one, lemon juice ensures that the bananas will not brown when stored in the refrigerator.","['1 pint strawberries, sliced', '3 medium bananas, sliced', '2 large kiwi fruits, sliced', '1 tbsp lemon juice']",Add all of the ingredients to a large bow! and toss lightly to mix. Splenda can be added for additional sweetness.,FRUIT SALAD,549,135,9,3
"This fragrant paste is an excellent addition to many meals. Proper pesto is ground with a pestle and mortar,  which releases more of the flavor from the basil leaves. But for our purposes, a blender works great, and still makes a tasty green sauce. A couple of tablespoons of pesto makes a great accompaniment to a meal to boost monounsaturated fatty-acids.","['2 cups packed basil leaves, fresh', '1/2 cup olive oil', '1/3 cup grated Parmesan cheese', '1/4 cup pine nuts', '4 cloves garlic']","Add the basil leaves first to the blender in small batches and process until well chopped. Add the remaining ingredients in 3 smaller batches and blend. Process the pesto until it forms a thick, smooth paste. Store in an airtight container in the refrigerator, or freeze for prolonged storage.",PESTO,1312,16,24,136
"This healthful and nutritious Mediterranean salad is an excellent accompaniment to most meals, and a great way to incorporate some leafy greens and monounsaturated fatty- acids into your diet.","['1 cucumber, chopped', '2 tomatoes, chopped', '8 scallions (green onions), chopped', '1/2 cup fresh mint leafs, chopped', '2 cups fresh parsley, chopped', '1 clove garlic, chopped', '4 tbsp olive oil', '1/2 cup lemon juice', 'Salt & pepper, to taste']",Combine everything together in a large bowl and toss until mixed completely.,TABOULI,750,60,12,60
"It is incredibly difficult, if not impossible, to find a pre-packaged protein bar on the market that has good fats with few carbohydrates. Most of the ‘low-carb’ bars out there are filled with glycerin or other empty carbs, together with  bad fats. If you’re fed- up with what is available, then just make your own. This recipe combines the good fats and nutrients in various nuts, together with whey protein for an easy-to- make bar that’s low  in carbs.","['3/4 cup pecan meal', '3/4 cup almond meal', '1/4 cup walnut pieces', '2 whole omega-3 eggs plus 2 whites, beaten', '6 scoops vanilla whey', '1/4 tsp salt', 'Splenda, to taste (optional)']","To make the pecan and almond meal, process the nuts in a blender. Mix everything together in a large bowl, and continue stirring until all of the ingredients have mixed together thoroughly. Spread the dough into an 8x8-inch baking dish coated with olive oil cooking spray and bake for 15 minutes at 350-degrees F.",MIXED NUT BAR,2274,54,192,156
Here is another version of a low carb bar that combines the flavor harmony of chocolate and peanut butter together with healthy fats and protein.,"['/2 cup pecan meal /2 cup almond meal /2 cup peanut butter /3 cup flax meal', 'tbsp cocoa powder, unsweetened', 'Splenda, to taste (about /4 cup of the granulated type, or about 6 packets)', '', 'whole egg plus 1 egg white, beaten', '6 scoops chocolate whey', '1/4 tsp salt']",Mix everything together in a large bowl. You will have to keep stirring to get everything to mix into a thick dough. Spread the mixture into a 8x8-inch baking dish coated with olive oil cooking spray. Bake for 12 minutes at 350-degrees F.,CHOCOLATE PEANUT BUTTER BAR,2376,72,198,156
"Just as there is a lack of good low carbohydrate bars on the market, bars with carbs from good sources are also frustratingly absent. Most protein bars out there use undesirable carbohydrate sources such as corn syrup. This bar provides a nice alternative. It's quick, easy, and delicious.  The most important thing about making these bars is that you don't cook them too long. When experimenting with the recipe, we used 3 different cooking times: 15, 20, & 25 min at 350- degrees F. At 15-min the bars were undercooked but tasty. At 20-min they were nearly overcooked and didn't quite have the flavor of the 15-minute batch. And at 25-min they were hockey pucks. So the ideal time is right between 15 and 20 minutes.","['2 cups rolled oats', '8 scoops vanilla whey', '1 cup raisins', '1-1/2 cups unsweetened applesauce', '1 tbsp olive oil or flax oil', '2 tsp cinnamon', '1 tsp salt', '1 tsp vanilla extract', 'Splenda, to taste (about', '1/2 cup granulated or', '10-15 packets)']","In a clean, dry blender, process one cup of rolled oats into flour (blend on medium for about 1 minute). Stir together the following ingredients in a large bowl: oat flour, the remaining rolled oats (1 cup), raisins, protein powder, Splenda, cinnamon, salt. Stir the applesauce and vanilla extract together with the dry ingredients and mix thoroughly.  Cut 8 squares of aluminum foil, about 6x 10 inches each. Lightly coat the interior with a olive oil cooking spray. Spoon out an equal portion of the mixture onto each foil square, and roll them into a bar shape. Fold them like tamales, folding the ends over to prevent spillage. You can flatten them into bar shapes if you want to avoid a tube-shaped bar.  Bake the bars in the foil in a preheated oven at 350- degrees F, for 16-20 minutes. *Be sure not to overcook*",CINNAMON RAISIN BARS,2216,280,208,40
"Like the cinnamon raisin bars, this is a high protein bar with complex carbs and fiber from oats, rather than empty carbs from sugar or sugar alcohol. They're quick, easy, and delicious, especially if you enjoy the harmony of peanut butter and bananas. Elvis would be proud.","['8 scoops vanilla whey protein powder', '2 cups rolled oats', '4 medium bananas (raw)', '1.2 oz banana chips (about one handful)', '4 tbsp chunky peanut butter', '1 cup granulated Splenda', '1 tsp salt']","In a clean, dry blender, process one cup of rolled oats into flour (blend on medium for about 1 minute). After removing the oat flour, put the banana chips into the blender and chop into chips (only takes a few seconds). Put all of the dry ingredients into a large bow] and stir together: oat flour, the remaining rolled oats (1 cup), chopped banana chips, protein powder, Splenda, salt.  Slice the raw bananas into the blender and process on medium speed, until producing a puree. Add the peanut butter and blend for a few seconds, just until mixed (you want to leave some peanut chunks for texture). Stir the banana-peanut butter puree together with the dry ingredients and mix thoroughly.  Cut 8 squares of aluminum foil, about 6x 10 inches each. Lightly coat the interior with olive oil cooking spray. Spoon out an equal portion of the mixture onto each foil square, and roll them into a bar shape. Fold them like tamales, folding the ends over as well. You can flatten them into bar shapes if you want.  Bake the bars in the foil in a preheated oven at 350-degrees F, for 16-20 minutes. *Be sure not to overcook*",PEANUT BUTTER BANANA BARS,2584,296,224,64
"Here is yet another flavor version of the protein bars with rolled oats as carbs instead of the undesirable ingredients you'll find in most store-bought varieties. Like the Cinnamon-Raisin and Peanut Butter Banana bars, the most important key to success for these bars is the cooking time. It is far better to undercook these than to overcook them. The difference between moist, rich bars, and dry, tasteless ones can be the result of only 2 additional minutes in the oven.","['8 scoops chocolate whey protein powder', '2 cups rolled oats', '/2 cup graham cracker crumbs', '/4 cup cocoa powder, unsweetened', '/3 cup malt-sweetened chocolate chips', '/2 cup granulated Splenda (or a few packets)', '/4 tsp salt', '', '/2 to 3/4 cup unsweetened applesauce']","In a dry blender, process 1 cup of the rolled oats into flour. Add the oat flour to the remaining cup of rolled oats in a large bowl, and mix with the remaining dry ingredients. After the dry ingredients are thoroughly mixed together, add 1/2 cup of the applesauce and stir. If mixture is too dry, add more applesauce 1 tbsp at a time. It will seem like there is not enough applesauce at first, but keep stirring, and it will mix. Try to use as little applesauce as possible, because it’s easy to make the mixture too saucy.  Cut 8 squares of aluminum foil, about 6x 10 inches each. Lightly coat the interior with a olive oil olive oil cooking spray. Spoon out an equal portion of the mixture onto each foil square, and roll them into a bar shape. I fold them like tamales, folding the ends over as well.  Bake the bars in the foil in a preheated oven at 350-degrees F, for 15-18 minutes. *Be sure not to overcook*",S’MORES BARS,2200,240,216,0
